REGION,DATE,TIME,AVERAGEHOURLYRRP
VIC1,27/10/2020,7:00:00,65.475
VIC1,27/10/2020,8:00:00,57.13
VIC1,27/10/2020,9:00:00,51.08
VIC1,27/10/2020,10:00:00,41.935
VIC1,27/10/2020,11:00:00,42.725
VIC1,27/10/2020,12:00:00,49.86
VIC1,27/10/2020,13:00:00,60.2
VIC1,27/10/2020,14:00:00,55.45
VIC1,27/10/2020,15:00:00,56.555
VIC1,27/10/2020,16:00:00,50.46
VIC1,27/10/2020,17:00:00,52.905
VIC1,27/10/2020,18:00:00,58.99
VIC1,27/10/2020,19:00:00,55.23
VIC1,27/10/2020,20:00:00,44.42
VIC1,27/10/2020,21:00:00,38.41
VIC1,27/10/2020,22:00:00,46.665
VIC1,27/10/2020,23:00:00,49.265
VIC1,28/10/2020,0:00:00,57.86
VIC1,28/10/2020,1:00:00,49.16
VIC1,28/10/2020,2:00:00,45.615
VIC1,28/10/2020,3:00:00,45.655
VIC1,28/10/2020,4:00:00,63.64
VIC1,28/10/2020,5:00:00,142.725
VIC1,28/10/2020,6:00:00,74.65
VIC1,28/10/2020,7:00:00,55.78
VIC1,28/10/2020,8:00:00,51.005
VIC1,28/10/2020,9:00:00,42.315
VIC1,28/10/2020,10:00:00,44.115
VIC1,28/10/2020,11:00:00,43.12
VIC1,28/10/2020,12:00:00,45.805
VIC1,28/10/2020,13:00:00,53.505
VIC1,28/10/2020,14:00:00,58.895
VIC1,28/10/2020,15:00:00,52.135
VIC1,28/10/2020,16:00:00,93.315
VIC1,28/10/2020,17:00:00,79.015
VIC1,28/10/2020,18:00:00,77.055
VIC1,28/10/2020,19:00:00,66.05
VIC1,28/10/2020,20:00:00,58.61
VIC1,28/10/2020,21:00:00,46.725
VIC1,28/10/2020,22:00:00,57.48
VIC1,28/10/2020,23:00:00,71.555
VIC1,29/10/2020,0:00:00,57.715
VIC1,29/10/2020,1:00:00,45.77
VIC1,29/10/2020,2:00:00,39.45
VIC1,29/10/2020,3:00:00,41.28
VIC1,29/10/2020,4:00:00,49.72
VIC1,29/10/2020,5:00:00,56.115
VIC1,29/10/2020,6:00:00,52.54
VIC1,29/10/2020,7:00:00,48.875
VIC1,29/10/2020,8:00:00,43.465
VIC1,29/10/2020,9:00:00,34.125
VIC1,29/10/2020,10:00:00,37.87
VIC1,29/10/2020,11:00:00,34.075
VIC1,29/10/2020,12:00:00,65.9
VIC1,29/10/2020,13:00:00,63.92
VIC1,29/10/2020,14:00:00,56.4
VIC1,29/10/2020,15:00:00,43.705
VIC1,29/10/2020,16:00:00,41.125
VIC1,29/10/2020,17:00:00,50.94
VIC1,29/10/2020,18:00:00,68.26
VIC1,29/10/2020,19:00:00,81.81
VIC1,29/10/2020,20:00:00,53.725
VIC1,29/10/2020,21:00:00,51.6
VIC1,29/10/2020,22:00:00,52.7
VIC1,29/10/2020,23:00:00,55.67
VIC1,30/10/2020,0:00:00,45.655
VIC1,30/10/2020,1:00:00,44.225
VIC1,30/10/2020,2:00:00,41.275
VIC1,30/10/2020,3:00:00,41.185
VIC1,30/10/2020,4:00:00,52.295
VIC1,30/10/2020,5:00:00,57.96
VIC1,30/10/2020,6:00:00,51.965
VIC1,30/10/2020,7:00:00,70.025
VIC1,30/10/2020,8:00:00,55.475
VIC1,30/10/2020,9:00:00,47.45
VIC1,30/10/2020,10:00:00,39.585
VIC1,30/10/2020,11:00:00,31.475
VIC1,30/10/2020,12:00:00,28.33
VIC1,30/10/2020,13:00:00,34.085
VIC1,30/10/2020,14:00:00,34.105
VIC1,30/10/2020,15:00:00,35.465
VIC1,30/10/2020,16:00:00,40.21
VIC1,30/10/2020,17:00:00,36.965
VIC1,30/10/2020,18:00:00,39.85
VIC1,30/10/2020,19:00:00,45.95
VIC1,30/10/2020,20:00:00,43.095
VIC1,30/10/2020,21:00:00,36.32
VIC1,30/10/2020,22:00:00,43.455
VIC1,30/10/2020,23:00:00,57.545
VIC1,31/10/2020,0:00:00,47.41
VIC1,31/10/2020,1:00:00,44.145
VIC1,31/10/2020,2:00:00,42.915
VIC1,31/10/2020,3:00:00,40.87
VIC1,31/10/2020,4:00:00,44.71
VIC1,31/10/2020,5:00:00,51.275
VIC1,31/10/2020,6:00:00,62.22
VIC1,31/10/2020,7:00:00,44.615
VIC1,31/10/2020,8:00:00,39.81
VIC1,31/10/2020,9:00:00,38.055
VIC1,31/10/2020,10:00:00,39.205
VIC1,31/10/2020,11:00:00,42.635
VIC1,31/10/2020,12:00:00,46.8
VIC1,31/10/2020,13:00:00,37.685
VIC1,31/10/2020,14:00:00,45.725
VIC1,31/10/2020,15:00:00,45.86
VIC1,31/10/2020,16:00:00,44.865
VIC1,31/10/2020,17:00:00,58.925
VIC1,31/10/2020,18:00:00,59.75
VIC1,31/10/2020,19:00:00,59.53
VIC1,31/10/2020,20:00:00,58.16
VIC1,31/10/2020,21:00:00,50.515
VIC1,31/10/2020,22:00:00,45.025
VIC1,31/10/2020,23:00:00,60.45
