REGION,SETTLEMENTDATE,TOTALDEMAND,Average cents / megawatthour
VIC1,26/10/2020,5:00:00,4542.305
VIC1,26/10/2020,6:00:00,5209.26
VIC1,26/10/2020,7:00:00,4957.675
VIC1,26/10/2020,8:00:00,4513.64
VIC1,26/10/2020,9:00:00,3992.365
VIC1,26/10/2020,10:00:00,3908.48
VIC1,26/10/2020,11:00:00,3745.235
VIC1,26/10/2020,12:00:00,3677.455
VIC1,26/10/2020,13:00:00,3669.135
VIC1,26/10/2020,14:00:00,3714.745
VIC1,26/10/2020,15:00:00,4023.77
VIC1,26/10/2020,16:00:00,4490.825
VIC1,26/10/2020,17:00:00,4891.775
VIC1,26/10/2020,18:00:00,5091.085
VIC1,26/10/2020,19:00:00,5168.46
VIC1,26/10/2020,20:00:00,4854.11
VIC1,26/10/2020,21:00:00,4509.2
VIC1,26/10/2020,22:00:00,4221.865
VIC1,26/10/2020,23:00:00,4351.23
VIC1,27/10/2020,0:00:00,4185.945
VIC1,27/10/2020,1:00:00,3968.18
VIC1,27/10/2020,2:00:00,3813.93
VIC1,27/10/2020,3:00:00,3783.395
VIC1,27/10/2020,4:00:00,4023.795
VIC1,27/10/2020,5:00:00,4652.895
VIC1,27/10/2020,6:00:00,5233.22
VIC1,27/10/2020,7:00:00,5073.505
VIC1,27/10/2020,8:00:00,4754.655
VIC1,27/10/2020,9:00:00,4317.835
VIC1,27/10/2020,10:00:00,4105.335
VIC1,27/10/2020,11:00:00,4134.885
VIC1,27/10/2020,12:00:00,4155.11
VIC1,27/10/2020,13:00:00,4143.09
VIC1,27/10/2020,14:00:00,4155.32
VIC1,27/10/2020,15:00:00,4468.925
VIC1,27/10/2020,16:00:00,4813.69
VIC1,27/10/2020,17:00:00,5070.86
VIC1,27/10/2020,18:00:00,5103.91
VIC1,27/10/2020,19:00:00,5128.945
VIC1,27/10/2020,20:00:00,4862.26
VIC1,27/10/2020,21:00:00,4493.24
VIC1,27/10/2020,22:00:00,4265.555
VIC1,27/10/2020,23:00:00,4434.35
VIC1,28/10/2020,0:00:00,4283.43
VIC1,28/10/2020,1:00:00,4090.53
VIC1,28/10/2020,2:00:00,3893.99
VIC1,28/10/2020,3:00:00,3882.325
VIC1,28/10/2020,4:00:00,4115.885
VIC1,28/10/2020,5:00:00,4688.625
VIC1,28/10/2020,6:00:00,5319.395
VIC1,28/10/2020,7:00:00,5208.96
VIC1,28/10/2020,8:00:00,4768.71
VIC1,28/10/2020,9:00:00,4210.42
VIC1,28/10/2020,10:00:00,3936.075
VIC1,28/10/2020,11:00:00,3844.045
VIC1,28/10/2020,12:00:00,3814.645
VIC1,28/10/2020,13:00:00,3902.785
VIC1,28/10/2020,14:00:00,3995.725
VIC1,28/10/2020,15:00:00,4217.89
VIC1,28/10/2020,16:00:00,4662.49
VIC1,28/10/2020,17:00:00,4991.94
VIC1,28/10/2020,18:00:00,5099.215
VIC1,28/10/2020,19:00:00,5108.68
VIC1,28/10/2020,20:00:00,4868.555
VIC1,28/10/2020,21:00:00,4573.085
VIC1,28/10/2020,22:00:00,4347
VIC1,28/10/2020,23:00:00,4567.59
VIC1,29/10/2020,0:00:00,4357.67
VIC1,29/10/2020,1:00:00,4075.71
VIC1,29/10/2020,2:00:00,3859.585
VIC1,29/10/2020,3:00:00,3841.01
VIC1,29/10/2020,4:00:00,4055.76
VIC1,29/10/2020,5:00:00,4559.11
VIC1,29/10/2020,6:00:00,5042.23
VIC1,29/10/2020,7:00:00,4794.645
VIC1,29/10/2020,8:00:00,4420.775
VIC1,29/10/2020,9:00:00,4039.42
VIC1,29/10/2020,10:00:00,3987.04
VIC1,29/10/2020,11:00:00,4236.055
VIC1,29/10/2020,12:00:00,4479.215
VIC1,29/10/2020,13:00:00,4705.935
VIC1,29/10/2020,14:00:00,4624.245
VIC1,29/10/2020,15:00:00,4807.325
VIC1,29/10/2020,16:00:00,5067.1
VIC1,29/10/2020,17:00:00,5224.255
VIC1,29/10/2020,18:00:00,5199.2
VIC1,29/10/2020,19:00:00,5113.125
VIC1,29/10/2020,20:00:00,4864.76
VIC1,29/10/2020,21:00:00,4533.77
VIC1,29/10/2020,22:00:00,4323.55
VIC1,29/10/2020,23:00:00,4467.185
VIC1,30/10/2020,0:00:00,4273.56
VIC1,30/10/2020,1:00:00,4042.52
VIC1,30/10/2020,2:00:00,3795.1
VIC1,30/10/2020,3:00:00,3793.8
VIC1,30/10/2020,4:00:00,3985.9
VIC1,30/10/2020,5:00:00,4516.38
VIC1,30/10/2020,6:00:00,5019.77
VIC1,30/10/2020,7:00:00,4971.97
VIC1,30/10/2020,8:00:00,4727.415
VIC1,30/10/2020,9:00:00,4262.135
VIC1,30/10/2020,10:00:00,4120.31
VIC1,30/10/2020,11:00:00,4023.165
VIC1,30/10/2020,12:00:00,3783.17
VIC1,30/10/2020,13:00:00,3747.625
VIC1,30/10/2020,14:00:00,3840.945
VIC1,30/10/2020,15:00:00,4116.445
VIC1,30/10/2020,16:00:00,4393.25
VIC1,30/10/2020,17:00:00,4634.05
VIC1,30/10/2020,18:00:00,4668.37
VIC1,30/10/2020,19:00:00,4694.83
VIC1,30/10/2020,20:00:00,4482.79
VIC1,30/10/2020,21:00:00,4211.465
VIC1,30/10/2020,22:00:00,3999.34
VIC1,30/10/2020,23:00:00,4178.68
VIC1,31/10/2020,0:00:00,3953.95
VIC1,31/10/2020,1:00:00,3746.74
VIC1,31/10/2020,2:00:00,3605.72
VIC1,31/10/2020,3:00:00,3560.25
VIC1,31/10/2020,4:00:00,3642.7
VIC1,31/10/2020,5:00:00,3848.305
VIC1,31/10/2020,6:00:00,4063
VIC1,31/10/2020,7:00:00,4114.475
VIC1,31/10/2020,8:00:00,4096.045
VIC1,31/10/2020,9:00:00,4076.78
VIC1,31/10/2020,10:00:00,3946.625
VIC1,31/10/2020,11:00:00,3878.42
VIC1,31/10/2020,12:00:00,3868.75
VIC1,31/10/2020,13:00:00,3810.28
VIC1,31/10/2020,14:00:00,3865.095
VIC1,31/10/2020,15:00:00,3999.68
VIC1,31/10/2020,16:00:00,4158.205
VIC1,31/10/2020,17:00:00,4507.405
VIC1,31/10/2020,18:00:00,4653.485
VIC1,31/10/2020,19:00:00,4719.765
VIC1,31/10/2020,20:00:00,4626.745
VIC1,31/10/2020,21:00:00,4420.11
VIC1,31/10/2020,22:00:00,4216.15
VIC1,31/10/2020,23:00:00,4379.455
